,hour_of_day,country,device_type,login_success,sessions_per_hour
955,11,CA,desktop,True,1
956,14,US,mobile,True,3
957,3,US,desktop,True,6
958,8,DE,mobile,True,0
959,18,DE,desktop,True,6
960,6,UK,mobile,True,3
961,16,FR,mobile,True,3
962,9,UK,mobile,True,3
963,11,DE,mobile,True,1
964,9,UK,desktop,True,8
965,11,FR,mobile,True,3
966,18,FR,mobile,True,3
967,10,US,mobile,True,3
968,15,FR,desktop,True,7
969,13,DE,mobile,True,2
970,17,DE,mobile,True,2
971,21,US,desktop,True,6
972,18,DE,mobile,True,3
973,9,FR,desktop,True,4
974,2,US,desktop,True,4
975,9,AU,mobile,True,1
976,16,US,desktop,True,3
977,4,US,desktop,True,5
978,13,UK,mobile,True,4
979,16,UK,mobile,True,3
980,10,CA,desktop,True,8
981,18,US,mobile,True,1
982,6,AU,desktop,True,3
983,5,US,mobile,True,5
984,18,US,mobile,True,2
985,13,US,mobile,True,3
986,17,UK,mobile,False,2
987,12,FR,mobile,True,3
988,9,CA,desktop,True,4
989,19,DE,desktop,True,5
990,19,US,desktop,True,4
991,17,UK,desktop,True,8
992,9,UK,desktop,False,3
993,16,UK,mobile,True,1
994,11,US,desktop,True,7
995,6,CA,mobile,True,3
996,21,UK,desktop,True,5
997,7,DE,desktop,True,1
998,22,UK,mobile,True,2
999,12,US,mobile,True,3
1000,8,CA,mobile,True,5
1001,14,US,mobile,True,3
1002,20,FR,mobile,True,5
1003,18,CA,mobile,True,5
1004,19,US,mobile,False,1
1005,17,AU,desktop,True,2
1006,17,UK,desktop,True,4
1007,19,US,desktop,True,5
1008,9,CA,desktop,True,8
1009,13,US,mobile,True,2
1010,9,DE,mobile,True,6
1011,23,DE,desktop,True,2
1012,21,AU,tablet,True,6
1013,2,UK,mobile,False,1
1014,18,UK,desktop,True,4
1015,21,DE,desktop,True,7
1016,8,US,desktop,False,5
1017,15,UK,desktop,True,3
1018,21,UK,mobile,False,6
1019,2,US,tablet,False,4
1020,17,UK,desktop,True,5
1021,10,FR,mobile,True,2
1022,21,FR,desktop,True,3
1023,22,US,mobile,True,4
1024,21,US,mobile,True,5
1025,13,US,mobile,True,2
1026,20,FR,mobile,True,1
1027,19,US,mobile,True,5
1028,10,CA,desktop,True,3
1029,19,US,mobile,True,3
1030,2,CA,mobile,True,2
1031,16,US,mobile,True,2
1032,9,DE,mobile,True,4
1033,7,US,desktop,True,6
1034,5,CA,desktop,True,1
1035,17,US,desktop,True,3
1036,10,CA,desktop,True,3
1037,18,FR,mobile,True,3
1038,5,US,desktop,True,2
1039,10,FR,desktop,True,10
1040,14,UK,mobile,True,2
1041,19,US,desktop,True,4
1042,10,UK,desktop,True,7
1043,16,US,desktop,True,3
1044,20,CA,mobile,True,3
1045,16,DE,desktop,True,5
1046,9,US,mobile,True,4
1047,1,UK,mobile,True,6
1048,20,DE,mobile,True,2
1049,1,FR,mobile,True,5
1050,20,UK,mobile,True,2
1051,14,AU,mobile,True,2
1052,21,UK,desktop,True,3
1053,19,US,desktop,True,6
1054,23,DE,tablet,True,3
1055,11,UK,mobile,True,4
1056,18,UK,mobile,True,4
1057,12,UK,desktop,False,6
1058,13,DE,mobile,True,3
1059,16,DE,desktop,True,4
1060,20,UK,desktop,True,5
1061,23,US,mobile,True,4
1062,18,UK,desktop,True,9
1063,12,UK,desktop,True,8
1064,12,US,mobile,True,3
1065,18,DE,mobile,True,5
1066,9,UK,mobile,True,4
1067,7,US,mobile,True,9
1068,11,US,mobile,True,1
1069,9,US,mobile,True,2
1070,10,FR,mobile,True,3
1071,9,US,desktop,True,5
1072,3,US,mobile,False,4
1073,0,UK,mobile,True,6
1074,23,US,mobile,True,3
1075,12,US,mobile,True,4
1076,11,US,mobile,True,2
1077,17,UK,mobile,True,1
1078,9,UK,mobile,True,1
1079,21,US,desktop,True,7
1080,19,UK,tablet,True,9
1081,6,AU,mobile,True,3
1082,12,US,mobile,True,1
1083,20,US,desktop,False,7
1084,21,US,desktop,True,4
1085,13,UK,mobile,True,2
1086,16,DE,desktop,True,5
1087,8,US,mobile,True,2
1088,23,CA,mobile,True,5
1089,9,US,desktop,True,4
1090,21,UK,tablet,True,2
1091,17,DE,desktop,True,5
1092,16,US,mobile,True,2
1093,14,UK,mobile,True,0
1094,9,US,mobile,True,1
1095,8,CA,mobile,False,5
1096,9,US,desktop,True,4
1097,8,FR,desktop,True,1
1098,18,US,desktop,True,5
1099,11,FR,tablet,True,2
1100,4,US,mobile,True,0
1101,22,CA,desktop,True,5
1102,20,US,desktop,True,7
1103,21,FR,mobile,True,3
1104,23,US,desktop,True,1
1105,8,US,mobile,True,4
1106,11,UK,desktop,True,5
1107,18,US,mobile,True,0
1108,17,US,mobile,True,4
1109,8,FR,desktop,True,3
1110,19,AU,desktop,True,3
1111,9,US,mobile,True,4
1112,9,FR,mobile,True,2
1113,14,UK,mobile,False,4
1114,16,US,mobile,True,0
1115,15,CA,desktop,True,1
1116,6,CA,desktop,True,5
1117,20,AU,mobile,True,0
1118,9,US,desktop,True,5
1119,7,CA,mobile,True,4
1120,20,US,desktop,True,2
1121,22,US,mobile,True,4
1122,20,US,mobile,True,4
1123,19,AU,desktop,True,1
1124,17,DE,mobile,True,2
1125,15,DE,desktop,True,11
1126,6,UK,desktop,True,2
1127,12,US,mobile,True,2
1128,11,US,mobile,True,3
1129,9,US,desktop,True,7
1130,18,US,desktop,True,9
1131,13,DE,mobile,True,1
1132,6,UK,mobile,True,4
1133,9,US,desktop,True,5
1134,17,US,mobile,True,1
1135,5,US,mobile,True,4
1136,20,UK,mobile,True,1
1137,13,FR,desktop,True,6
1138,13,CA,desktop,True,5
1139,16,DE,tablet,True,3
1140,19,UK,desktop,True,2
1141,10,US,desktop,True,6
1142,17,US,mobile,True,5
1143,15,FR,desktop,False,5
1144,9,DE,mobile,True,3
1145,20,US,desktop,True,5
1146,19,UK,mobile,True,6
1147,17,UK,mobile,True,3
1148,20,CA,desktop,True,7
1149,20,FR,desktop,True,4
1150,18,UK,mobile,False,1
1151,19,UK,desktop,True,8
1152,17,US,mobile,True,3
1153,17,US,mobile,True,4
1154,16,US,desktop,True,7
1155,18,US,mobile,True,3
1156,8,CA,desktop,True,8
1157,20,CA,mobile,True,3
1158,20,US,desktop,True,4
1159,1,DE,desktop,True,5
1160,19,US,mobile,True,3
1161,7,US,mobile,True,4
1162,10,US,desktop,True,4
1163,18,US,desktop,True,6
1164,8,US,mobile,True,2
1165,19,UK,mobile,True,4
1166,19,UK,mobile,True,2
1167,13,AU,mobile,False,7
1168,0,US,mobile,True,7
1169,9,US,mobile,True,2
1170,16,US,desktop,True,6
1171,23,CA,desktop,True,0
1172,16,US,desktop,True,2
1173,9,DE,desktop,True,5
1174,16,UK,desktop,False,1
1175,14,UK,mobile,True,4
1176,18,UK,desktop,True,3
1177,6,US,tablet,True,3
1178,18,US,desktop,True,7
1179,14,US,mobile,True,0
1180,22,UK,desktop,True,6
1181,10,US,desktop,True,6
1182,16,US,desktop,True,1
1183,21,AU,mobile,True,4
1184,6,US,desktop,True,6
1185,21,DE,tablet,True,4
1186,17,DE,mobile,True,2
1187,5,US,desktop,True,6
1188,10,US,mobile,True,2
1189,18,US,desktop,True,3
1190,5,CA,desktop,True,7
1191,15,CA,mobile,True,4
1192,10,DE,mobile,True,2
1193,16,FR,desktop,True,5
1194,3,CA,mobile,False,0
1195,20,US,mobile,True,2
1196,22,US,desktop,True,6
1197,22,DE,mobile,True,3
1198,18,US,mobile,True,1
1199,7,US,desktop,True,8
1200,18,CA,mobile,True,2
1201,1,UK,mobile,True,3
1202,1,FR,desktop,True,4
1203,10,CA,desktop,False,7
1204,13,US,desktop,False,3
1205,18,FR,desktop,True,3
1206,17,US,desktop,True,3
1207,12,US,mobile,True,3
1208,9,UK,mobile,True,3
1209,23,US,mobile,True,5
1210,12,UK,mobile,False,5
1211,12,US,desktop,True,3
1212,8,UK,desktop,True,5
1213,19,US,mobile,True,2
1214,17,DE,desktop,True,7
1215,9,DE,mobile,True,4
1216,6,US,mobile,True,5
1217,17,US,desktop,True,4
1218,17,US,mobile,False,0
1219,9,US,mobile,True,5
1220,22,DE,mobile,True,1
1221,8,CA,mobile,True,2
1222,12,US,desktop,True,10
1223,21,US,desktop,True,4
1224,12,US,mobile,True,3
1225,16,CA,mobile,True,1
1226,11,US,desktop,True,10
1227,9,AU,desktop,True,5
1228,23,DE,mobile,True,3
1229,12,US,mobile,True,5
1230,20,UK,desktop,True,5
1231,9,FR,desktop,True,8
1232,9,UK,mobile,True,1
1233,2,US,desktop,True,3
1234,17,US,mobile,True,4
1235,11,DE,mobile,True,2
1236,20,CA,mobile,True,3
1237,13,CA,desktop,True,4
1238,22,FR,mobile,True,3
1239,8,FR,mobile,True,4
1240,20,FR,mobile,True,2
1241,18,US,desktop,True,7
1242,18,UK,mobile,True,9
1243,19,CA,mobile,True,4
1244,18,DE,mobile,True,2
1245,16,CA,desktop,True,3
1246,7,US,mobile,True,0
1247,2,DE,mobile,True,2
1248,21,CA,mobile,True,2
1249,16,US,desktop,True,3
1250,19,UK,mobile,True,1
1251,13,US,desktop,True,5
1252,7,US,desktop,True,3
1253,7,US,desktop,True,4
1254,17,UK,mobile,True,3
1255,12,UK,tablet,False,4
1256,8,CA,mobile,True,3
1257,13,CA,mobile,True,1
1258,5,DE,desktop,True,1
1259,15,US,mobile,True,2
1260,9,US,mobile,True,7
1261,19,FR,mobile,True,5
1262,10,US,desktop,True,7
1263,12,AU,mobile,True,2
1264,0,DE,desktop,True,6
1265,5,UK,desktop,True,4
1266,11,AU,desktop,False,9
1267,13,US,mobile,True,3
1268,16,US,desktop,True,5
1269,10,CA,mobile,True,2
1270,17,US,mobile,True,4
1271,20,FR,mobile,True,0
1272,18,US,mobile,True,2
1273,2,UK,mobile,True,3
1274,13,UK,mobile,True,7
1275,6,CA,mobile,True,5
1276,9,US,mobile,True,5
1277,23,US,desktop,True,6
1278,7,DE,desktop,True,2
1279,13,US,desktop,True,8
1280,16,DE,mobile,True,2
1281,18,UK,mobile,True,5
1282,15,DE,tablet,True,0
1283,0,CA,mobile,True,3
1284,10,US,desktop,True,3
1285,14,UK,mobile,True,2
1286,6,FR,desktop,False,3
1287,11,UK,mobile,True,5
1288,2,AU,mobile,True,3
1289,5,UK,desktop,True,5
1290,11,US,mobile,True,3
1291,7,US,mobile,True,1
1292,15,AU,mobile,True,3
1293,17,US,desktop,True,6
1294,19,FR,mobile,True,5
1295,8,FR,mobile,True,4
1296,8,US,mobile,True,5
1297,6,US,mobile,True,1
1298,16,CA,desktop,True,10
1299,18,US,mobile,True,1
1300,2,DE,mobile,True,2
1301,21,UK,mobile,True,2
1302,4,UK,mobile,True,1
1303,14,DE,mobile,True,1
1304,18,US,mobile,True,4
1305,20,UK,mobile,True,6
1306,18,US,tablet,True,0
1307,19,US,mobile,True,1
1308,10,UK,desktop,True,12
1309,19,DE,mobile,True,2
1310,6,US,mobile,True,3
1311,20,UK,mobile,True,7
1312,14,CA,mobile,True,3
1313,19,US,tablet,True,1
1314,12,US,desktop,True,3
1315,17,FR,desktop,True,3
1316,14,CA,desktop,True,6
1317,18,UK,mobile,True,6
1318,6,CA,mobile,True,3
1319,5,US,desktop,True,8
1320,9,CA,desktop,True,7
1321,8,UK,mobile,True,7
1322,20,UK,mobile,False,2
1323,9,US,mobile,True,1
1324,22,US,desktop,True,3
1325,10,US,mobile,True,3
1326,8,AU,mobile,True,2
1327,19,UK,mobile,True,3
1328,17,UK,desktop,True,4
1329,13,US,mobile,True,0
1330,15,US,desktop,True,12
1331,18,CA,mobile,True,0
1332,9,UK,desktop,True,1
1333,23,UK,desktop,True,2
1334,22,US,mobile,True,4
1335,17,CA,mobile,False,4
1336,8,US,mobile,True,2
1337,17,US,mobile,True,1
1338,5,UK,desktop,True,2
1339,2,US,mobile,True,5
1340,9,US,mobile,True,2
1341,13,CA,mobile,True,1
1342,20,CA,mobile,True,5
1343,18,DE,desktop,True,6
1344,18,UK,mobile,True,1
1345,12,US,tablet,True,1
1346,10,US,desktop,True,6
1347,11,AU,mobile,True,3
1348,23,UK,mobile,True,3
1349,3,CA,desktop,True,6
1350,20,US,mobile,True,2
1351,15,UK,mobile,True,3
1352,12,US,mobile,True,2
1353,18,UK,mobile,False,5
1354,13,FR,desktop,True,6
1355,20,AU,mobile,False,4
1356,20,UK,mobile,True,3
1357,12,UK,desktop,True,3
1358,9,FR,desktop,True,5
1359,16,CA,mobile,True,3
1360,21,US,desktop,True,4
1361,9,UK,mobile,True,2
1362,16,US,desktop,True,3
1363,16,UK,mobile,True,1
1364,18,UK,mobile,True,3
1365,7,UK,desktop,True,4
1366,18,US,mobile,True,1
1367,20,US,tablet,True,2
1368,8,UK,mobile,True,2
1369,9,DE,desktop,True,2
1370,22,CA,desktop,True,3
1371,8,US,mobile,True,3
1372,20,FR,desktop,True,5
1373,13,FR,mobile,True,2
1374,9,US,desktop,True,8
1375,20,US,mobile,True,4
1376,12,CA,desktop,True,3
1377,14,DE,mobile,True,3
1378,11,AU,mobile,True,5
1379,16,FR,mobile,True,1
1380,8,CA,mobile,True,3
1381,11,UK,desktop,True,5
1382,22,US,desktop,True,4
1383,9,US,desktop,True,4
1384,17,UK,mobile,True,2
1385,10,CA,mobile,True,4
1386,18,UK,mobile,True,4
1387,7,CA,desktop,True,5
1388,22,US,tablet,True,2
1389,12,UK,mobile,True,4
1390,9,US,mobile,True,2
1391,5,UK,mobile,True,2
1392,8,DE,desktop,True,4
1393,14,CA,desktop,True,5
1394,10,AU,desktop,True,5
1395,19,US,mobile,True,5
1396,12,UK,desktop,True,5
1397,9,US,desktop,False,3
1398,16,UK,mobile,True,3
1399,18,FR,mobile,False,3
1400,8,CA,mobile,True,1
1401,8,FR,mobile,True,3
1402,2,US,desktop,True,5
1403,18,FR,mobile,True,4
1404,17,US,desktop,True,2
1405,13,FR,mobile,True,4
1406,19,US,mobile,True,3
1407,19,US,mobile,True,6
1408,15,UK,mobile,True,1
1409,20,FR,mobile,True,3
1410,8,US,mobile,True,5
1411,7,US,mobile,True,2
1412,9,FR,mobile,True,3
1413,4,US,mobile,True,2
1414,14,US,mobile,True,5
1415,21,UK,mobile,True,0
1416,2,US,desktop,False,3
1417,7,FR,mobile,True,3
1418,12,DE,desktop,True,13
1419,21,UK,mobile,True,4
1420,10,AU,desktop,True,6
1421,13,UK,mobile,True,4
1422,3,US,desktop,True,3
1423,7,US,mobile,True,3
1424,23,UK,desktop,True,9
1425,22,US,mobile,True,0
1426,0,FR,mobile,True,4
1427,22,DE,desktop,True,6
1428,16,US,mobile,True,1
1429,20,UK,mobile,True,5
1430,12,CA,mobile,True,2
1431,14,FR,desktop,True,6
1432,13,FR,tablet,True,0
1433,17,UK,mobile,True,4
1434,7,DE,desktop,True,6
1435,1,UK,mobile,True,2
1436,10,UK,mobile,True,1
1437,18,US,desktop,True,0
1438,8,US,desktop,True,5
1439,17,UK,desktop,True,3
1440,22,US,mobile,True,3
1441,6,US,mobile,True,3
1442,17,CA,mobile,True,2
1443,12,US,mobile,True,3
1444,20,UK,mobile,True,1
1445,8,UK,desktop,True,3
1446,17,AU,desktop,True,4
1447,19,UK,mobile,True,2
1448,21,US,mobile,True,5
1449,17,UK,desktop,True,5
1450,13,DE,mobile,True,2
1451,16,AU,desktop,True,9
1452,20,UK,mobile,True,1
1453,15,US,mobile,True,4
1454,2,FR,tablet,True,2
1455,21,US,mobile,False,7
1456,17,CA,mobile,True,3
1457,17,UK,mobile,True,2
1458,9,US,desktop,True,4
1459,17,US,desktop,True,7
1460,11,US,mobile,True,2
1461,17,CA,mobile,True,4
1462,6,FR,desktop,True,6
1463,17,US,mobile,True,5
1464,23,DE,desktop,True,1
1465,3,US,mobile,True,4
1466,22,UK,mobile,True,5
1467,12,US,desktop,True,8
1468,20,FR,mobile,True,2
1469,19,DE,desktop,True,2
1470,15,CA,mobile,True,1
1471,18,DE,mobile,True,3
1472,20,CA,tablet,True,2
1473,12,AU,mobile,True,2
1474,10,CA,desktop,True,3
1475,17,FR,mobile,True,1
1476,19,UK,desktop,True,3
1477,18,US,desktop,True,9
1478,19,UK,mobile,True,2
1479,12,US,desktop,True,2
1480,19,UK,desktop,True,8
1481,7,UK,mobile,True,4
1482,14,CA,mobile,True,2
1483,0,US,mobile,True,2
1484,10,US,mobile,True,2
1485,11,UK,mobile,True,4
1486,11,AU,mobile,False,8
1487,17,US,mobile,True,2
1488,11,UK,desktop,False,3
1489,12,CA,mobile,True,3
1490,9,CA,desktop,True,4
1491,11,US,mobile,True,3
1492,9,UK,mobile,True,3
1493,5,US,desktop,True,4
1494,16,AU,mobile,True,3
1495,17,US,mobile,True,2
1496,16,US,mobile,True,0
1497,13,US,mobile,True,5
1498,11,US,mobile,True,2
1499,20,DE,tablet,True,4
1500,14,US,mobile,True,3
1501,13,US,desktop,True,0
1502,1,UK,desktop,True,3
1503,10,US,mobile,True,5
1504,11,US,mobile,True,2
1505,11,DE,desktop,True,3
1506,15,DE,desktop,True,7
1507,14,FR,mobile,True,1
1508,16,FR,mobile,True,1
1509,18,CA,mobile,True,3
1510,19,US,mobile,True,1
1511,18,DE,mobile,True,2
1512,22,DE,desktop,True,5
1513,0,DE,mobile,True,3
1514,8,UK,desktop,True,6
1515,0,US,desktop,True,9
1516,17,DE,mobile,True,4
1517,20,CA,mobile,True,5
1518,9,AU,desktop,True,2
1519,21,US,desktop,True,8
1520,5,US,desktop,True,3
1521,21,US,mobile,True,4
1522,11,DE,mobile,True,4
1523,6,US,mobile,True,2
1524,13,US,mobile,True,3
1525,9,AU,desktop,True,5
1526,9,US,mobile,True,3
1527,10,DE,desktop,True,4
1528,19,US,mobile,True,5
1529,14,DE,desktop,False,5
1530,10,UK,tablet,True,4
1531,16,FR,mobile,True,2
1532,18,FR,desktop,True,3
1533,9,US,mobile,True,1
1534,12,US,mobile,True,4
1535,7,US,desktop,True,0
1536,8,CA,desktop,True,6
1537,17,FR,mobile,True,2
1538,8,UK,mobile,True,2
1539,14,CA,desktop,True,6
1540,18,US,desktop,True,6
1541,6,DE,mobile,True,4
1542,15,AU,desktop,True,5
1543,9,US,mobile,True,5
1544,22,UK,mobile,True,2
1545,13,US,mobile,True,4
1546,19,UK,mobile,False,1
1547,15,UK,desktop,True,1
1548,3,US,mobile,True,3
1549,16,UK,tablet,True,3
1550,22,US,mobile,True,6
1551,16,UK,desktop,True,5
1552,19,UK,desktop,True,5
1553,20,US,desktop,False,8
1554,9,DE,desktop,True,7
1555,9,CA,mobile,True,5
1556,16,US,desktop,True,7
1557,12,US,desktop,True,5
1558,19,DE,mobile,True,2
1559,20,AU,desktop,True,5
1560,11,US,mobile,True,1
1561,9,US,mobile,True,3
1562,19,US,desktop,True,6
1563,9,UK,mobile,True,2
1564,19,US,desktop,True,6
1565,12,US,mobile,True,3
1566,17,CA,mobile,True,2
1567,6,UK,mobile,True,3
1568,16,US,mobile,False,2
1569,12,UK,desktop,True,8
1570,15,UK,mobile,True,3
1571,8,US,mobile,True,4
1572,18,US,mobile,True,5
1573,20,FR,mobile,True,3
1574,9,US,desktop,True,7
1575,6,CA,mobile,False,1
1576,1,FR,desktop,True,11
1577,17,US,desktop,True,2
1578,16,US,desktop,True,6
1579,14,UK,desktop,True,3
1580,9,FR,mobile,True,1
1581,11,FR,mobile,True,7
1582,16,CA,desktop,True,5
1583,13,US,desktop,True,7
1584,23,CA,desktop,True,6
1585,7,UK,desktop,True,4
1586,17,UK,mobile,True,2
1587,12,US,mobile,True,1
1588,12,US,desktop,True,3
1589,18,DE,desktop,True,3
1590,17,UK,mobile,True,6
1591,23,US,desktop,True,5
1592,7,US,mobile,True,2
1593,6,FR,mobile,True,5
1594,18,CA,desktop,True,10
1595,15,US,desktop,True,6
1596,9,US,mobile,True,5
1597,5,US,mobile,True,2
1598,6,FR,mobile,True,2
1599,20,UK,desktop,True,2
1600,8,UK,mobile,True,3
1601,10,UK,desktop,True,5
1602,9,US,desktop,True,4
1603,11,DE,desktop,False,0
1604,5,UK,mobile,True,1
1605,14,US,desktop,True,5
1606,5,US,mobile,True,3
1607,19,UK,mobile,False,5
1608,9,FR,mobile,True,5
1609,14,US,mobile,True,0
1610,20,FR,desktop,True,4
1611,17,DE,mobile,True,3
1612,14,US,mobile,True,3
1613,10,US,tablet,True,2
1614,10,US,mobile,True,0
1615,17,CA,desktop,True,7
1616,23,US,mobile,True,5
1617,17,US,mobile,True,1
1618,15,UK,desktop,True,6
1619,18,CA,mobile,False,4
1620,13,US,mobile,True,2
1621,5,UK,mobile,True,7
1622,15,UK,mobile,True,2
1623,22,UK,mobile,True,2
1624,8,DE,mobile,True,2
1625,17,US,mobile,True,2
1626,8,DE,desktop,True,4
1627,14,CA,mobile,True,3
1628,6,UK,mobile,True,0
1629,12,CA,mobile,True,0
1630,18,UK,desktop,True,5
1631,10,US,desktop,True,1
1632,17,CA,desktop,True,3
1633,19,UK,desktop,True,5
1634,21,CA,mobile,True,5
1635,9,US,mobile,True,3
1636,11,FR,desktop,True,1
1637,8,UK,desktop,True,2
1638,23,US,mobile,True,2
1639,21,UK,mobile,True,4
1640,14,DE,tablet,True,4
1641,19,DE,desktop,True,12
1642,14,UK,mobile,True,4
1643,16,FR,desktop,True,4
1644,6,US,mobile,True,1
1645,18,UK,mobile,False,1
1646,7,FR,mobile,True,1
1647,19,FR,mobile,True,1
1648,19,CA,mobile,True,1
1649,18,FR,desktop,True,9
1650,2,US,mobile,True,2
1651,10,FR,mobile,True,5
1652,9,US,mobile,True,2
1653,11,US,mobile,True,5
1654,6,US,desktop,True,6
1655,21,UK,desktop,True,5
1656,15,US,tablet,True,1
1657,10,US,tablet,True,3
1658,11,US,mobile,True,1
1659,12,US,mobile,True,2
1660,16,UK,desktop,True,3
1661,14,UK,tablet,True,2
1662,21,US,desktop,True,1
1663,13,CA,desktop,True,2
1664,23,FR,desktop,True,4
1665,20,DE,mobile,True,3
1666,8,US,mobile,True,2
1667,21,CA,desktop,True,3
1668,7,US,desktop,True,6
1669,19,US,mobile,True,2
1670,11,US,mobile,True,3
1671,20,DE,mobile,True,6
1672,20,US,mobile,False,1
1673,19,US,desktop,True,8
1674,19,US,mobile,True,1
1675,10,FR,mobile,True,2
1676,6,CA,mobile,True,4
1677,12,US,desktop,True,2
1678,8,UK,mobile,True,2
1679,17,UK,mobile,True,6
1680,10,CA,mobile,True,4
1681,22,US,mobile,True,1
1682,17,FR,mobile,True,1
1683,19,US,mobile,True,3
1684,7,CA,desktop,True,5
1685,20,US,mobile,True,3
1686,21,US,mobile,True,4
1687,13,US,desktop,True,5
1688,16,UK,mobile,True,3
1689,18,US,desktop,True,5
1690,8,DE,mobile,True,2
1691,13,US,mobile,True,5
1692,11,CA,desktop,True,4
1693,7,DE,desktop,True,7
1694,11,UK,mobile,True,3
1695,5,CA,mobile,True,1
1696,1,CA,mobile,True,1
1697,7,US,desktop,True,4
1698,22,DE,desktop,True,4
1699,14,US,mobile,True,3
1700,22,UK,mobile,True,7
1701,12,CA,mobile,True,2
1702,10,US,mobile,True,4
1703,13,US,mobile,True,2
1704,12,UK,mobile,True,2
1705,6,DE,desktop,True,7
1706,17,FR,desktop,True,2
1707,9,UK,tablet,False,0
1708,16,CA,mobile,True,4
1709,17,FR,mobile,True,2
1710,8,US,desktop,True,2
1711,5,US,mobile,True,0
1712,19,CA,desktop,True,2
1713,12,DE,mobile,True,3
1714,4,FR,mobile,False,4
1715,23,UK,mobile,True,3
1716,4,US,mobile,True,4
1717,17,UK,desktop,True,3
1718,23,US,mobile,True,7
1719,9,US,mobile,True,1
1720,7,DE,mobile,True,3
1721,7,US,desktop,True,6
1722,10,DE,mobile,True,3
1723,6,UK,mobile,True,4
1724,17,UK,mobile,True,2
1725,5,US,mobile,True,1
1726,13,US,mobile,True,3
1727,23,US,desktop,True,8
1728,19,AU,mobile,True,6
1729,16,DE,mobile,True,4
1730,10,UK,desktop,True,4
1731,16,US,mobile,True,4
1732,14,FR,mobile,True,2
1733,12,US,mobile,True,2
1734,7,US,mobile,True,2
1735,20,UK,desktop,True,3
1736,12,FR,desktop,True,5
1737,8,US,desktop,True,4
1738,11,US,desktop,True,2
1739,12,FR,mobile,True,1
1740,19,US,mobile,True,2
1741,18,US,mobile,True,3
1742,18,UK,mobile,True,3
1743,0,FR,tablet,True,4
1744,12,UK,desktop,True,3
1745,13,AU,mobile,True,0
1746,0,CA,mobile,True,5
1747,9,US,mobile,True,1
1748,18,AU,mobile,True,2
1749,7,UK,mobile,True,5
1750,14,US,mobile,True,4
1751,9,UK,desktop,True,3
1752,0,US,desktop,True,5
1753,9,US,mobile,True,10
1754,22,US,mobile,True,3
1755,19,UK,mobile,True,3
1756,22,DE,desktop,True,5
1757,13,UK,desktop,True,5
1758,6,AU,desktop,True,7
1759,14,US,mobile,True,5
1760,12,US,desktop,True,6
1761,19,US,mobile,True,2
1762,6,US,mobile,True,5
1763,13,US,mobile,True,3
1764,8,DE,mobile,True,5
1765,10,FR,desktop,True,11
1766,18,AU,mobile,True,2
1767,13,US,mobile,True,3
1768,11,FR,mobile,True,2
1769,11,US,mobile,True,4
1770,12,US,mobile,True,3
1771,19,FR,mobile,True,2
1772,20,CA,mobile,True,3
1773,22,US,mobile,True,2
1774,19,UK,tablet,True,3
1775,10,US,mobile,True,2
1776,17,CA,mobile,True,3
1777,12,UK,mobile,True,4
1778,9,AU,desktop,True,5
1779,19,US,desktop,True,4
1780,2,US,mobile,True,0
1781,20,UK,mobile,True,1
1782,13,UK,desktop,True,4
1783,16,US,desktop,True,3
1784,17,CA,desktop,True,7
1785,20,FR,desktop,True,9
1786,16,FR,desktop,True,2
1787,16,DE,mobile,True,3
1788,5,FR,mobile,True,3
1789,14,UK,desktop,False,6
1790,8,DE,desktop,True,6
1791,18,US,mobile,True,2
1792,14,US,tablet,False,2
1793,17,US,mobile,True,3
1794,3,UK,mobile,True,3
1795,6,US,desktop,True,4
1796,18,AU,mobile,True,3
1797,5,US,mobile,True,1
1798,5,US,mobile,True,3
1799,0,UK,mobile,True,4
1800,22,US,mobile,True,2
1801,18,US,mobile,True,2
1802,11,US,mobile,True,7
1803,10,UK,tablet,True,2
1804,10,UK,tablet,True,1
1805,18,DE,mobile,False,1
1806,17,CA,desktop,True,3
1807,8,UK,mobile,False,3
1808,8,US,mobile,True,3
1809,6,US,mobile,True,3
1810,17,DE,tablet,True,1
1811,18,US,desktop,True,5
1812,9,US,mobile,True,1
1813,1,DE,mobile,True,3
1814,6,UK,mobile,True,5
1815,22,US,mobile,True,2
1816,10,US,mobile,True,3
1817,18,FR,mobile,True,2
1818,16,FR,desktop,True,6
1819,11,CA,mobile,True,2
1820,8,UK,desktop,True,1
1821,7,UK,desktop,True,2
1822,16,AU,mobile,True,1
1823,18,AU,desktop,True,10
1824,17,US,desktop,True,5
1825,14,DE,mobile,True,2
1826,3,US,mobile,True,3
1827,22,US,desktop,True,3
1828,19,CA,mobile,True,0
1829,10,UK,mobile,True,5
1830,22,FR,mobile,True,3
1831,16,US,desktop,True,8
1832,15,UK,desktop,True,9
1833,18,FR,desktop,True,3
1834,19,FR,mobile,True,4
1835,17,US,mobile,True,4
1836,7,US,mobile,True,3
1837,10,CA,desktop,True,7
1838,21,US,mobile,True,1
1839,9,AU,mobile,True,6
1840,11,FR,mobile,True,5
1841,12,US,mobile,True,0
1842,12,US,desktop,True,6
1843,16,US,desktop,True,6
1844,21,FR,tablet,True,2
1845,9,US,mobile,True,1
1846,7,UK,desktop,True,4
1847,8,UK,desktop,True,8
1848,20,UK,mobile,True,1
1849,17,US,tablet,True,1
1850,9,US,mobile,True,2
1851,19,FR,desktop,True,8
1852,20,FR,desktop,True,3
